Numerator	Denominator	mpn Kuehner	eco Valgepea 2013 48	sce Nagaraj	sce deGodoy	sce Newman rich	sce Newman minimal	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Geiger 2012 HeLa	hsa Geiger 2012 U2OS	hsa Nagaraj 2011	hsa Beck
-Translation	-Folding, Sorting and Degradation	1.303	5.665	3.516	2.163	3.089	3.028	0.6818	0.6934	1.641	1.413	0.7386	1.161
-Folding, Sorting and Degradation	-Folding, Sorting and Degradation	1	1	1	1	1	1	1	1	1	1	1	1
-DNA Maintenance	-Folding, Sorting and Degradation	0.4015	0.3076	0.1314	0.053	0.2432	0.2908	0.2346	0.2473	0.7989	0.6319	0.3297	0.3232
-RNA Family	-Folding, Sorting and Degradation	0	7.403e-10	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Folding, Sorting and Degradation	0.05984	0.1127	0.1051	0.06881	0.09381	0.08321	0.2137	0.2016	0.3471	0.3424	0.2079	0.3174
-Signal Transduction	-Folding, Sorting and Degradation	0.004427	0.1127	0.02468	0.01815	0.04742	0.04049	0.08424	0.08611	0.1466	0.134	0.09355	0.0775
-Signaling Molecules and Interaction	-Folding, Sorting and Degradation	0.05541	2.961e-09	0.0804	0.05066	0.0464	0.04271	0.1295	0.1155	0.2005	0.2084	0.1144	0.2399
Cellular Processes	-Folding, Sorting and Degradation	0.3746	0.1602	0.1642	0.1802	0.4107	0.4406	0.5706	0.5202	0.8019	0.8331	1.086	1.242
-Hemoglobin	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	3.247e-05	5.013e-05	0	0.0002446
-Vesicular Transport	-Folding, Sorting and Degradation	0	7.403e-10	0.06429	0.06545	0.09345	0.1023	0.1186	0.1423	0.1208	0.1258	0.1151	0.168
-Cytoskeleton	-Folding, Sorting and Degradation	0.1637	0.04883	0.03998	0.06435	0.05236	0.05841	0.3609	0.2871	0.566	0.5715	0.8348	0.9713
-Cell Motility	-Folding, Sorting and Degradation	0	0.08584	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Folding, Sorting and Degradation	0.2109	0.0255	0.05991	0.05039	0.2649	0.2799	0.06589	0.06237	0.08258	0.09336	0.07858	0.08239
-Cell Communication	-Folding, Sorting and Degradation	0	0	0	0	0	0	0.0252	0.02851	0.03248	0.04245	0.05774	0.02021
Metabolism	-Folding, Sorting and Degradation	3.694	6.295	3.772	3.454	3.611	4.332	1.232	1.341	1.192	1.037	1.251	1.382
-Membrane Transport	-Folding, Sorting and Degradation	0.3293	0.8602	0.09256	0.02867	0.03241	0.02902	0.001957	0.002046	0.01177	0.005694	0.005846	0.003399
-Central Carbon Metabolism	-Folding, Sorting and Degradation	1.899	1.837	2.115	1.937	2.15	2.291	0.6518	0.7525	0.4862	0.461	0.6681	0.9048
-Energy Metabolism	-Folding, Sorting and Degradation	0.3203	0.3113	0.1966	0.1696	0.139	0.2033	0.2207	0.2093	0.1862	0.1281	0.1286	0.04923
-Biosynthesis	-Folding, Sorting and Degradation	0.5581	2.673	1.123	1.159	1.069	1.599	0.2664	0.2789	0.3604	0.3136	0.3276	0.2812
-Other Enzymes	-Folding, Sorting and Degradation	0.5877	0.614	0.2445	0.1597	0.2201	0.2102	0.09094	0.09784	0.147	0.1285	0.1204	0.1436
Organismal Systems	-Folding, Sorting and Degradation	0	0	0	0	0	0	0.1357	0.09068	0.05758	0.07838	0.04577	0.07246
-Immune System	-Folding, Sorting and Degradation	0	0	0	0	0	0	0.03843	0.037	0.01081	0.006917	0.001896	0.002529
-Endocrine System	-Folding, Sorting and Degradation	0	0	0	0	0	0	0.06011	0.01864	0.01091	0.0274	0.001532	0.03788
-Circulatory System	-Folding, Sorting and Degradation	0	0	0	0	0	0	0.009409	0.008161	0.01833	0.02698	0.008438	0.003187
-Digestive System	-Folding, Sorting and Degradation	0	0	0	0	0	0	0.0006388	0.0005523	0.006184	0.004195	0.009384	0.006968
-Excretory System	-Folding, Sorting and Degradation	0	0	0	0	0	0	0.02449	0.0235	0.007721	0.008453	0.01397	0.01508
-Nervous System	-Folding, Sorting and Degradation	0	0	0	0	0	0	0.0007788	0.001174	0.0001266	0.0002006	0.00138	0.002548
-Sensory System	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0	0	0	0
-Development	-Folding, Sorting and Degradation	0	0	0	0	0	0	0.001802	0.00165	0.003493	0.004235	0.008966	0.004222
-Environmental Adaptation	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0	0	0.0002062	4.33e-05
Human Diseases	-Folding, Sorting and Degradation	0	0	0	0	0	0	0.02351	0.0237	0.0338	0.03216	0.02348	0.0139
-Cancers	-Folding, Sorting and Degradation	0	0	0	0	0	0	0.004957	0.005283	0.01332	0.0128	0.006877	0.006235
-Immune System Diseases	-Folding, Sorting and Degradation	0	0	0	0	0	0	0.008337	0.006869	0.003908	0.006064	0.001987	0.003802
-Neurodegenerative Diseases	-Folding, Sorting and Degradation	0	0	0	0	0	0	0.004779	0.006447	0.009387	0.006556	0.004007	0.0008435
-Cardiovascular Diseases	-Folding, Sorting and Degradation	0	0	0	0	0	0	0.001352	0.001183	0.003476	0.002194	0.00406	0.0005942
-Infectious Diseases	-Folding, Sorting and Degradation	0	0	0	0	0	0	0.00409	0.003918	0.003716	0.00454	0.006545	0.002421
Not Mapped	-Folding, Sorting and Degradation	1.726	1.157	1.563	0.8382	1.784	1.965	1.145	1.124	1.537	1.472	1.33	0.6834
-Not Mapped	-Folding, Sorting and Degradation	1.726	1.157	1.563	0.8382	1.784	1.965	1.145	1.124	1.537	1.472	1.33	0.6834
TOTAL	-DNA Maintenance	21.76	50.4	78.73	147.4	42.72	38.84	23.51	22.31	9.748	11.32	18.95	20.08
MAPPED	-DNA Maintenance	17.47	46.64	66.84	131.5	35.39	32.08	18.63	17.76	7.824	8.989	14.92	17.97
Genetic Information Processing	-DNA Maintenance	7.182	25.28	36.1	61.67	18.47	15.39	9.359	8.955	4.78	5.313	6.989	8.599
-Transcription	-DNA Maintenance	0.4461	2.615	0.7401	0.9886	0.6547	0.5366	1.191	1.107	0.4741	0.4951	0.7155	0.9138
-Translation	-DNA Maintenance	3.245	18.42	26.75	40.82	12.7	10.41	2.906	2.804	2.055	2.236	2.24	3.591
-Folding, Sorting and Degradation	-DNA Maintenance	2.491	3.251	7.608	18.87	4.111	3.438	4.262	4.044	1.252	1.582	3.033	3.094
-DNA Maintenance	-DNA Maintenance	1	1	1	1	1	1	1	1	1	1	1	1
-RNA Family	-DNA Maintenance	0	2.407e-09	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-DNA Maintenance	0.1491	0.3664	0.7994	1.298	0.3857	0.2861	0.9108	0.8152	0.4345	0.5419	0.6307	0.982
-Signal Transduction	-DNA Maintenance	0.01103	0.3664	0.1877	0.3424	0.1949	0.1392	0.359	0.3483	0.1835	0.2121	0.2837	0.2398
-Signaling Molecules and Interaction	-DNA Maintenance	0.138	9.628e-09	0.6117	0.9559	0.1907	0.1469	0.5518	0.4669	0.251	0.3298	0.347	0.7422
Cellular Processes	-DNA Maintenance	0.9331	0.5207	1.249	3.4	1.689	1.515	2.432	2.104	1.004	1.318	3.294	3.843
-Hemoglobin	-DNA Maintenance	0	0	0	0	0	0	0	0	4.065e-05	7.932e-05	0	0.0007569
-Vesicular Transport	-DNA Maintenance	0	2.407e-09	0.4891	1.235	0.3842	0.3516	0.5057	0.5753	0.1513	0.199	0.349	0.5199
-Cytoskeleton	-DNA Maintenance	0.4077	0.1588	0.3042	1.214	0.2153	0.2008	1.538	1.161	0.7085	0.9043	2.532	3.005
-Cell Motility	-DNA Maintenance	0	0.2791	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-DNA Maintenance	0.5254	0.0829	0.4558	0.9508	1.089	0.9625	0.2808	0.2522	0.1034	0.1477	0.2383	0.2549
-Cell Communication	-DNA Maintenance	0	0	0	0	0	0	0.1074	0.1153	0.04065	0.06717	0.1751	0.06252
Metabolism	-DNA Maintenance	9.202	20.47	28.7	65.18	14.85	14.9	5.25	5.422	1.491	1.641	3.793	4.277
-Membrane Transport	-DNA Maintenance	0.8203	2.797	0.7042	0.5409	0.1332	0.09977	0.008339	0.008275	0.01473	0.00901	0.01773	0.01052
-Central Carbon Metabolism	-DNA Maintenance	4.729	5.973	16.09	36.55	8.84	7.877	2.778	3.043	0.6085	0.7295	2.026	2.799
-Energy Metabolism	-DNA Maintenance	0.7979	1.012	1.496	3.2	0.5713	0.6992	0.9407	0.8464	0.2331	0.2026	0.3902	0.1523
-Biosynthesis	-DNA Maintenance	1.39	8.689	8.547	21.87	4.396	5.497	1.135	1.128	0.4512	0.4962	0.9938	0.8699
-Other Enzymes	-DNA Maintenance	1.464	1.996	1.86	3.014	0.9049	0.7228	0.3876	0.3957	0.1839	0.2034	0.3651	0.4443
Organismal Systems	-DNA Maintenance	0	0	0	0	0	0	0.5782	0.3668	0.07207	0.124	0.1388	0.2242
-Immune System	-DNA Maintenance	0	0	0	0	0	0	0.1638	0.1497	0.01354	0.01095	0.005752	0.007824
-Endocrine System	-DNA Maintenance	0	0	0	0	0	0	0.2562	0.0754	0.01366	0.04336	0.004646	0.1172
-Circulatory System	-DNA Maintenance	0	0	0	0	0	0	0.0401	0.03301	0.02294	0.04269	0.02559	0.00986
-Digestive System	-DNA Maintenance	0	0	0	0	0	0	0.002722	0.002234	0.007741	0.006639	0.02846	0.02156
-Excretory System	-DNA Maintenance	0	0	0	0	0	0	0.1044	0.09505	0.009665	0.01338	0.04237	0.04665
-Nervous System	-DNA Maintenance	0	0	0	0	0	0	0.003319	0.004748	0.0001585	0.0003175	0.004187	0.007883
-Sensory System	-DNA Maintenance	0	0	0	0	0	0	0	0	0	0	0	0
-Development	-DNA Maintenance	0	0	0	0	0	0	0.00768	0.006673	0.004372	0.006702	0.02719	0.01306
-Environmental Adaptation	-DNA Maintenance	0	0	0	0	0	0	0	0	0	0	0.0006253	0.000134
Human Diseases	-DNA Maintenance	0	0	0	0	0	0	0.1002	0.09585	0.04231	0.05089	0.0712	0.04299
-Cancers	-DNA Maintenance	0	0	0	0	0	0	0.02113	0.02137	0.01667	0.02026	0.02086	0.01929
-Immune System Diseases	-DNA Maintenance	0	0	0	0	0	0	0.03553	0.02778	0.004892	0.009595	0.006027	0.01176
-Neurodegenerative Diseases	-DNA Maintenance	0	0	0	0	0	0	0.02037	0.02607	0.01175	0.01037	0.01215	0.00261
-Cardiovascular Diseases	-DNA Maintenance	0	0	0	0	0	0	0.005762	0.004783	0.00435	0.003472	0.01231	0.001838
-Infectious Diseases	-DNA Maintenance	0	0	0	0	0	0	0.01743	0.01584	0.004652	0.007184	0.01985	0.007491
Not Mapped	-DNA Maintenance	4.298	3.762	11.89	15.82	7.334	6.758	4.882	4.547	1.924	2.33	4.034	2.114
-Not Mapped	-DNA Maintenance	4.298	3.762	11.89	15.82	7.334	6.758	4.882	4.547	1.924	2.33	4.034	2.114
TOTAL	-RNA Family	Inf	2.094e+10	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
MAPPED	-RNA Family	Inf	1.938e+10	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-RNA Family	Inf	1.05e+10	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Transcription	-RNA Family	Inf	1.086e+09	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Translation	-RNA Family	Inf	7.652e+09	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-RNA Family	Inf	1.351e+09	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-RNA Family	Inf	4.155e+08	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-RNA Family	-RNA Family	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Environmental Information Processing	-RNA Family	Inf	1.522e+08	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-RNA Family	Inf	1.522e+08	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-RNA Family	Inf	4	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Cellular Processes	-RNA Family	Inf	2.163e+08	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Hemoglobin	-RNA Family	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	Inf	Inf	NaN	Inf
-Vesicular Transport	-RNA Family	NaN	1	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cytoskeleton	-RNA Family	Inf	65960000	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Motility	-RNA Family	NaN	1.159e+08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Cell Growth and Death	-RNA Family	Inf	34440000	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Communication	-RNA Family	NaN	0	NaN	NaN	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf
Metabolism	-RNA Family	Inf	8.503e+09	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Membrane Transport	-RNA Family	Inf	1.162e+09	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-RNA Family	Inf	2.482e+09	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Energy Metabolism	-RNA Family	Inf	4.205e+08	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Biosynthesis	-RNA Family	Inf	3.61e+09	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Other Enzymes	-RNA Family	Inf	8.294e+08	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Organismal Systems	-RNA Family	NaN	0	NaN	NaN	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf
-Immune System	-RNA Family	NaN	0	NaN	NaN	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf
-Endocrine System	-RNA Family	NaN	0	NaN	NaN	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf
-Circulatory System	-RNA Family	NaN	0	NaN	NaN	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf
-Digestive System	-RNA Family	NaN	0	NaN	NaN	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf
-Excretory System	-RNA Family	NaN	0	NaN	NaN	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf
-Nervous System	-RNA Family	NaN	0	NaN	NaN	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf
-Sensory System	-RNA Family	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Development	-RNA Family	NaN	0	NaN	NaN	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf
-Environmental Adaptation	-RNA Family	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	Inf	Inf
Human Diseases	-RNA Family	NaN	0	NaN	NaN	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf
-Cancers	-RNA Family	NaN	0	NaN	NaN	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf
-Immune System Diseases	-RNA Family	NaN	0	NaN	NaN	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf
-Neurodegenerative Diseases	-RNA Family	NaN	0	NaN	NaN	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf
-Cardiovascular Diseases	-RNA Family	NaN	0	NaN	NaN	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf
-Infectious Diseases	-RNA Family	NaN	0	NaN	NaN	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf
Not Mapped	-RNA Family	Inf	1.563e+09	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-RNA Family	Inf	1.563e+09	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
TOTAL	Environmental Information Processing	146	137.6	98.48	113.5	110.8	135.8	25.81	27.36	22.44	20.89	30.05	20.45
MAPPED	Environmental Information Processing	117.2	127.3	83.61	101.3	91.75	112.1	20.45	21.78	18.01	16.59	23.65	18.3
Genetic Information Processing	Environmental Information Processing	48.19	69.01	45.15	47.5	47.88	53.78	10.27	10.99	11	9.805	11.08	8.757
-Transcription	Environmental Information Processing	2.993	7.136	0.9258	0.7615	1.698	1.876	1.308	1.358	1.091	0.9137	1.134	0.9306
-Translation	Environmental Information Processing	21.77	50.27	33.46	31.44	32.93	36.4	3.19	3.44	4.729	4.126	3.552	3.657
-Folding, Sorting and Degradation	Environmental Information Processing	16.71	8.874	9.517	14.53	10.66	12.02	4.679	4.961	2.881	2.92	4.809	3.151
-DNA Maintenance	Environmental Information Processing	6.709	2.729	1.251	0.7702	2.593	3.495	1.098	1.227	2.302	1.845	1.585	1.018
-RNA Family	Environmental Information Processing	0	6.57e-09	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	Environmental Information Processing	1	1	1	1	1	1	1	1	1	1	1	1
-Signal Transduction	Environmental Information Processing	0.07399	1	0.2349	0.2637	0.5054	0.4866	0.3942	0.4272	0.4223	0.3914	0.4499	0.2442
-Signaling Molecules and Interaction	Environmental Information Processing	0.926	2.628e-08	0.7651	0.7363	0.4946	0.5134	0.6058	0.5728	0.5777	0.6086	0.5501	0.7558
Cellular Processes	Environmental Information Processing	6.26	1.421	1.563	2.619	4.378	5.296	2.67	2.581	2.31	2.433	5.223	3.914
-Hemoglobin	Environmental Information Processing	0	0	0	0	0	0	0	0	9.355e-05	0.0001464	0	0.0007708
-Vesicular Transport	Environmental Information Processing	0	6.57e-09	0.6118	0.9511	0.9961	1.229	0.5552	0.7057	0.3481	0.3672	0.5533	0.5294
-Cytoskeleton	Environmental Information Processing	2.735	0.4333	0.3805	0.9352	0.5582	0.702	1.688	1.424	1.631	1.669	4.014	3.06
-Cell Motility	Environmental Information Processing	0	0.7617	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	Environmental Information Processing	3.525	0.2263	0.5702	0.7324	2.824	3.364	0.3083	0.3094	0.2379	0.2726	0.3779	0.2596
-Cell Communication	Environmental Information Processing	0	0	0	0	0	0	0.1179	0.1414	0.09356	0.124	0.2777	0.06367
Metabolism	Environmental Information Processing	61.73	55.86	35.9	50.2	38.49	52.07	5.764	6.651	3.433	3.028	6.014	4.355
-Membrane Transport	Environmental Information Processing	5.504	7.633	0.8809	0.4167	0.3454	0.3487	0.009155	0.01015	0.03391	0.01663	0.02811	0.01071
-Central Carbon Metabolism	Environmental Information Processing	31.73	16.3	20.13	28.16	22.92	27.53	3.05	3.733	1.401	1.346	3.213	2.851
-Energy Metabolism	Environmental Information Processing	5.353	2.763	1.871	2.465	1.481	2.444	1.033	1.038	0.5364	0.3739	0.6186	0.1551
-Biosynthesis	Environmental Information Processing	9.327	23.72	10.69	16.84	11.4	19.21	1.246	1.384	1.038	0.9157	1.576	0.8859
-Other Enzymes	Environmental Information Processing	9.821	5.449	2.327	2.322	2.346	2.526	0.4255	0.4854	0.4233	0.3754	0.5788	0.4524
Organismal Systems	Environmental Information Processing	0	0	0	0	0	0	0.6348	0.4499	0.1659	0.2289	0.2201	0.2283
-Immune System	Environmental Information Processing	0	0	0	0	0	0	0.1798	0.1836	0.03116	0.0202	0.009119	0.007968
-Endocrine System	Environmental Information Processing	0	0	0	0	0	0	0.2813	0.09249	0.03144	0.08002	0.007366	0.1193
-Circulatory System	Environmental Information Processing	0	0	0	0	0	0	0.04403	0.04049	0.05279	0.07878	0.04058	0.01004
-Digestive System	Environmental Information Processing	0	0	0	0	0	0	0.002989	0.00274	0.01782	0.01225	0.04513	0.02196
-Excretory System	Environmental Information Processing	0	0	0	0	0	0	0.1146	0.1166	0.02224	0.02468	0.06717	0.04751
-Nervous System	Environmental Information Processing	0	0	0	0	0	0	0.003644	0.005824	0.0003647	0.0005859	0.006638	0.008028
-Sensory System	Environmental Information Processing	0	0	0	0	0	0	0	0	0	0	0	0
-Development	Environmental Information Processing	0	0	0	0	0	0	0.008431	0.008186	0.01006	0.01237	0.04311	0.0133
-Environmental Adaptation	Environmental Information Processing	0	0	0	0	0	0	0	0	0	0	0.0009914	0.0001364
Human Diseases	Environmental Information Processing	0	0	0	0	0	0	0.11	0.1176	0.09739	0.09391	0.1129	0.04378
-Cancers	Environmental Information Processing	0	0	0	0	0	0	0.0232	0.02621	0.03837	0.03739	0.03307	0.01964
-Immune System Diseases	Environmental Information Processing	0	0	0	0	0	0	0.03901	0.03408	0.01126	0.01771	0.009556	0.01198
-Neurodegenerative Diseases	Environmental Information Processing	0	0	0	0	0	0	0.02236	0.03198	0.02704	0.01914	0.01927	0.002658
-Cardiovascular Diseases	Environmental Information Processing	0	0	0	0	0	0	0.006326	0.005867	0.01001	0.006407	0.01952	0.001872
-Infectious Diseases	Environmental Information Processing	0	0	0	0	0	0	0.01914	0.01944	0.01071	0.01326	0.03147	0.007629
Not Mapped	Environmental Information Processing	28.84	10.27	14.87	12.18	19.02	23.62	5.359	5.577	4.428	4.299	6.396	2.153
-Not Mapped	Environmental Information Processing	28.84	10.27	14.87	12.18	19.02	23.62	5.359	5.577	4.428	4.299	6.396	2.153
TOTAL	-Signal Transduction	1974	137.6	419.3	430.3	219.2	279	65.48	64.05	53.13	53.37	66.79	83.75
MAPPED	-Signal Transduction	1584	127.3	356	384.2	181.5	230.4	51.89	50.99	42.65	42.38	52.57	74.94
Genetic Information Processing	-Signal Transduction	651.3	69.01	192.3	180.1	94.73	110.5	26.07	25.71	26.05	25.05	24.63	35.86
-Transcription	-Signal Transduction	40.45	7.136	3.942	2.887	3.359	3.854	3.318	3.178	2.584	2.334	2.522	3.811
-Translation	-Signal Transduction	294.3	50.27	142.5	119.2	65.16	74.79	8.093	8.052	11.2	10.54	7.895	14.98
-Folding, Sorting and Degradation	-Signal Transduction	225.9	8.874	40.52	55.1	21.09	24.7	11.87	11.61	6.822	7.461	10.69	12.9
-DNA Maintenance	-Signal Transduction	90.68	2.729	5.326	2.92	5.13	7.183	2.785	2.871	5.45	4.715	3.524	4.171
-RNA Family	-Signal Transduction	0	6.57e-09	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Signal Transduction	13.52	1	4.258	3.792	1.978	2.055	2.537	2.341	2.368	2.555	2.223	4.095
-Signal Transduction	-Signal Transduction	1	1	1	1	1	1	1	1	1	1	1	1
-Signaling Molecules and Interaction	-Signal Transduction	12.52	2.628e-08	3.258	2.792	0.9785	1.055	1.537	1.341	1.368	1.555	1.223	3.095
Cellular Processes	-Signal Transduction	84.61	1.421	6.653	9.929	8.662	10.88	6.773	6.041	5.471	6.215	11.61	16.03
-Hemoglobin	-Signal Transduction	0	0	0	0	0	0	0	0	0.0002215	0.000374	0	0.003157
-Vesicular Transport	-Signal Transduction	0	6.57e-09	2.605	3.606	1.971	2.526	1.408	1.652	0.8244	0.9382	1.23	2.168
-Cytoskeleton	-Signal Transduction	36.97	0.4333	1.62	3.546	1.104	1.442	4.283	3.334	3.862	4.264	8.923	12.53
-Cell Motility	-Signal Transduction	0	0.7617	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Signal Transduction	47.65	0.2263	2.428	2.777	5.587	6.914	0.7821	0.7243	0.5634	0.6966	0.84	1.063
-Cell Communication	-Signal Transduction	0	0	0	0	0	0	0.2992	0.3311	0.2216	0.3167	0.6172	0.2608
Metabolism	-Signal Transduction	834.4	55.86	152.9	190.3	76.16	107	14.62	15.57	8.129	7.736	13.37	17.84
-Membrane Transport	-Signal Transduction	74.39	7.633	3.751	1.58	0.6835	0.7166	0.02323	0.02376	0.08031	0.04248	0.06249	0.04387
-Central Carbon Metabolism	-Signal Transduction	428.8	16.3	85.7	106.8	45.35	56.58	7.737	8.738	3.317	3.44	7.141	11.68
-Energy Metabolism	-Signal Transduction	72.35	2.763	7.968	9.346	2.931	5.022	2.62	2.43	1.27	0.9554	1.375	0.6353
-Biosynthesis	-Signal Transduction	126.1	23.72	45.52	63.86	22.55	39.48	3.162	3.239	2.459	2.34	3.502	3.628
-Other Enzymes	-Signal Transduction	132.7	5.449	9.907	8.802	4.642	5.191	1.08	1.136	1.003	0.959	1.287	1.853
Organismal Systems	-Signal Transduction	0	0	0	0	0	0	1.61	1.053	0.3928	0.5848	0.4893	0.9349
-Immune System	-Signal Transduction	0	0	0	0	0	0	0.4562	0.4297	0.07378	0.0516	0.02027	0.03263
-Endocrine System	-Signal Transduction	0	0	0	0	0	0	0.7135	0.2165	0.07445	0.2045	0.01637	0.4888
-Circulatory System	-Signal Transduction	0	0	0	0	0	0	0.1117	0.09477	0.125	0.2013	0.0902	0.04112
-Digestive System	-Signal Transduction	0	0	0	0	0	0	0.007583	0.006414	0.04219	0.0313	0.1003	0.08992
-Excretory System	-Signal Transduction	0	0	0	0	0	0	0.2907	0.2729	0.05268	0.06306	0.1493	0.1946
-Nervous System	-Signal Transduction	0	0	0	0	0	0	0.009245	0.01363	0.0008637	0.001497	0.01476	0.03288
-Sensory System	-Signal Transduction	0	0	0	0	0	0	0	0	0	0	0	0
-Development	-Signal Transduction	0	0	0	0	0	0	0.02139	0.01916	0.02383	0.0316	0.09584	0.05447
-Environmental Adaptation	-Signal Transduction	0	0	0	0	0	0	0	0	0	0	0.002204	0.0005587
Human Diseases	-Signal Transduction	0	0	0	0	0	0	0.2791	0.2752	0.2306	0.2399	0.2509	0.1793
-Cancers	-Signal Transduction	0	0	0	0	0	0	0.05885	0.06135	0.09086	0.09553	0.07351	0.08045
-Immune System Diseases	-Signal Transduction	0	0	0	0	0	0	0.09896	0.07977	0.02666	0.04524	0.02124	0.04906
-Neurodegenerative Diseases	-Signal Transduction	0	0	0	0	0	0	0.05673	0.07487	0.06404	0.04891	0.04284	0.01088
-Cardiovascular Diseases	-Signal Transduction	0	0	0	0	0	0	0.01605	0.01373	0.02371	0.01637	0.0434	0.007668
-Infectious Diseases	-Signal Transduction	0	0	0	0	0	0	0.04855	0.0455	0.02535	0.03387	0.06996	0.03124
Not Mapped	-Signal Transduction	389.7	10.27	63.32	46.19	37.62	48.54	13.6	13.05	10.49	10.98	14.22	8.818
-Not Mapped	-Signal Transduction	389.7	10.27	63.32	46.19	37.62	48.54	13.6	13.05	10.49	10.98	14.22	8.818
TOTAL	-Signaling Molecules and Interaction	157.7	5.235e+09	128.7	154.2	224	264.5	42.61	47.77	38.84	34.32	54.62	27.06
MAPPED	-Signaling Molecules and Interaction	126.5	4.844e+09	109.3	137.6	185.5	218.5	33.76	38.03	31.17	27.26	42.99	24.21
Genetic Information Processing	-Signaling Molecules and Interaction	52.04	2.626e+09	59.01	64.52	96.82	104.8	16.96	19.18	19.04	16.11	20.14	11.59
-Transcription	-Signaling Molecules and Interaction	3.232	2.716e+08	1.21	1.034	3.433	3.653	2.159	2.37	1.889	1.501	2.062	1.231
-Translation	-Signaling Molecules and Interaction	23.51	1.913e+09	43.73	42.7	66.59	70.9	5.266	6.005	8.185	6.779	6.456	4.838
-Folding, Sorting and Degradation	-Signaling Molecules and Interaction	18.05	3.377e+08	12.44	19.74	21.55	23.41	7.724	8.661	4.986	4.798	8.741	4.169
-DNA Maintenance	-Signaling Molecules and Interaction	7.245	1.039e+08	1.635	1.046	5.243	6.809	1.812	2.142	3.984	3.032	2.882	1.347
