K10843	SSL2:YIL143C
K06684	DBF2:YGR092W
K00793	RIB5:YBR256C
K12191	DID4:YKL002W
K03094	SKP1:YDR328C
K15710	IRC20:YLR247C
K11293	HIR2:YOR038C
K11584	RTS1:YOR014W
K02727	PRE10:YOR362C
K11236	CDC24:YAL041W
K06651	CLB6:YGR109C
K09486	LHS1:YKL073W
K02934	RPL6B:YLR448W
K14843	NOP7:YGR103W
K11400	ARP4:YJL081C
K15084	LEU5:YHR002W
K17789	MIC27:YNL100W
K08496	BOS1:YLR078C
K14237	tV(AAC)L:tV_AAC_L
K03013	RPB5:YBR154C
K12879	THO2:YNL139C
K02835	MRF1:YGL143C
K14221	tD(GUC)N:tD_GUC_N
K00002	Adh6:YMR318C
K00052	LEU2:YCL018W
K17781	TIM13:YGR181W
K11120	SIR1:YKR101W
K02949	RPS11A:YDR025W
K16261	TAT2:YOL020W
K15455	KTI11:YBL071W-A
K14961	SWD1:YAR003W
K12769	NDT80:YHR124W
K14221	tD(GUC)B:tD_GUC_B
K05863	Pet9:YBL030C
K02269	COX7:YMR256C
K03133	TAF9:YMR236W
K17977	YPT11:YNL304W
K03351	APC4:YDR118W
K00706	FKS1:YLR342W
K16261	ALP1:YNL270C
K02969	RPS20:YHL015W
K13333	PLB3:YOL011W
K17944	PUF3:YLL013C
K00521	FRE3:YOR381W
K00128	ALD5:YER073W
K14792	RRP5:YMR229C
K03137	TFA2:YKR062W
K00967	ECT1:YGR007W
K15430	TRM11:YOL124C
K10732	PSF1:YDR013W
K14231	tF(GAA)Q:tF_GAA_Q
K02936	RPL8A:YHL033C
K14231	tF(GAA)N:tF_GAA_N
K14231	tF(GAA)M:tF_GAA_M
K02154	Vph1:YOR270C
K14231	tF(GAA)G:tF_GAA_G
K14231	tF(GAA)F:tF_GAA_F
K11121	HST1:YOL068C
K14231	tF(GAA)D:tF_GAA_D
K11369	RTG2:YGL252C
K01885	MSE1:YOL033W
K13989	DER1:YBR201W
K14220	tN(GUU)N2:tN_GUU_N2
K14795	RRP36:YOR287C
K03441	FPS1:YLL043W
K03868	HRT1:YOL133W
K07152	SCO1:YBR037C
K10573	RAD6:YGL058W
K12580	NOT3:YIL038C
K09423	BAS1:YKR099W
K02993	RPS7A:YOR096W
K13525	CDC48:YDL126C
K08658	RCE1:YMR274C
K10276	JHD1:YER051W
K08869	COQ8:YGL119W
K09467	MIG3:YER028C
K10729	SLD2:YKL108W
K01899	LSC1:YOR142W
K17785	MIC60:YKR016W
K01111	DOG1:YHR044C
K11518	TOM40:YMR203W
K10599	PRP19:YLL036C
K09569	FPR2:YDR519W
K13100	CWC22:YGR278W
K17260	ARP2:YDL029W
K02995	RPS8B:YER102W
K04794	PTH2:YBL057C
K10877	RDH54:YBR073W
K12346	SMF3:YLR034C
K17086	EMP70:YLR083C
K08286	YPK3:YBR028C
K11251	HTA1:YDR225W
K17686	CCC2:YDR270W
K14221	tD(GUC)G2:tD_GUC_G2
K14820	BRX1:YOL077C
K00589	MET1:YKR069W
K08158	FLR1:YBR008C
K07542	GPI18:YBR004C
K01892	HTS1:YPR033C
K02865	RPL1B:YGL135W
K14218	tA(AGC)J:tA_AGC_J
K14556	Dip2:YLR129W
K06651	CLB5:YPR120C
K01485	FCY1:YPR062W
K02732	PRE7:YBL041W
K13113	HUB1:YNR032C-A
K06662	RAD24:YER173W
K06694	NAS6:YGR232W
K07512	ETR1:YBR026C
K00831	SER1:YOR184W
K17793	TIM12:YBR091C
K10684	AOS1:YPR180W
K08332	VAC8:YEL013W
K03062	RPT2:YDL007W
K17607	TIP41:YPR040W
K03234	EFT2:YDR385W
K11242	DIG2:YDR480W
K01759	GLO1:YML004C
K00729	ALG5:YPL227C
K02260	Cox17:YLL009C
K08286	AKL1:YBR059C
K12669	OST6:YML019W
K08955	YME1:YPR024W
K00953	FAD1:YDL045C
K17732	MAS1:YLR163C
K14237	tV(AAC)M1:tV_AAC_M1
K14457	DGA1:YOR245C
K02604	ORC2:YBR060C
K11239	STE5:YDR103W
K17440	MRP49:YKL167C
K14571	Rix7:YLL034C
K03104	SRP14:YDL092W
K15634	Shb17:YKR043C
K08139	Hxt5:YHR096C
K09496	CCT4:YDL143W
K14312	NUP170:YBL079W
K18044	OCA2:YNL056W
K09184	DAL80:YKR034W
K00626	Erg10:YPL028W
K01855	DEG1:YFL001W
K12572	Pan3:YKL025C
K01754	ILV1:YER086W
K11232	YPD1:YDL235C
K02895	MRPL40:YPL173W
K15216	RRN3:YKL125W
K02979	RPS28B:YLR264W
K14234	tT(AGU)B:tT_AGU_B
K14225	SUF20:tG_GCC_F1
K00654	LCB1:YMR296C
sce_YLR286C	Cts1:YLR286C
K13201	PUB1:YNL016W
K01173	NUC1:YJL208C
K11373	IKI3:YLR384C
K00728	YDR307W:YDR307W
K09246	ARG81:YML099C
K06691	RPN13:YLR421C
K17871	NDE1:YMR145C
K12586	RRP43:YCR035C
K09497	CCT5:YJR064W
K12666	OST1:YJL002C
K00759	APT1:YML022W
K09413	HCM1:YCR065W
K02544	MEC3:YLR288C
K16055	TPS2:YDR074W
K03243	FUN12:YAL035W
K14237	tV(CAC)D:tV_CAC_D
K12486	AGE2:YIL044C
K08900	BCS1:YDR375C
K02877	RPL15B:YMR121C
K14650	Taf3:YPL011C
K00685	ATE1:YGL017W
K00948	PRS2:YER099C
K03026	RPC53:YDL150W
K04718	LCB4:YOR171C
K06686	DBF20:YPR111W
K00031	IDP2:YLR174W
K03858	GPI15:YNL038W
K02990	MRP17:YKL003C
K15289	THI74:YDR438W
K17971	BNR1:YIL159W
K03538	POP4:YBR257W
K00420	Qcr10:YHR001W-A
K03508	REV7:YIL139C
K15196	BRF1:YGR246C
K09613	RRI1:YDL216C
K01755	ARG4:YHR018C
K03679	RRP4:YHR069C
K02208	SSN3:YPL042C
K09494	CCT2:YIL142W
K04486	HIS2:YFR025C
K00671	NMT1:YLR195C
K01953	ASN2:YGR124W
K03012	RPB4:YJL140W
K03141	TFB1:YDR311W
K11769	HTL1:YCR020W-B
K03955	ACP1:YKL192C
K18192	ATP10:YLR393W
K12779	SUM1:YDR310C
K14840	NOP53:YPL146C
K08336	ATG12:YBR217W
K02218	Yck2:YNL154C
K06965	Dom34:YNL001W
K01101	PHO13:YDL236W
K10259	MET30:YIL046W
K05286	GPI10:YGL142C
K06158	GCN20:YFR009W
K14209	AVT4:YNL101W
K11555	OKP1:YGR179C
K07973	STE18:YJR086W
K14230	EMT2:tM_CAU_O2
K00143	LYS2:YBR115C
K03540	RPR2:YIR015W
K11314	ADA2:YDR448W
K14232	tP(UGG)L:tP_UGG_L
K12414	TAH11:YJR046W
K05292	GPI16:YHR188C
K12493	GLO3:YER122C
K17560	BUD27:YFL023W
K18174	COA2:YPL189C-A
K10742	DNA2:YHR164C
K03233	TEF4:YKL081W
K10580	UBC13:YDR092W
K14841	NSA1:YGL111W
K15262	BCP1:YDR361C
K08739	MLH3:YPL164C
K12273	SEC66:YBR171W
K14218	tA(AGC)F:tA_AGC_F
K14218	tA(AGC)G:tA_AGC_G
K14218	tA(AGC)D:tA_AGC_D
K01530	DNF3:YMR162C
K06652	FAR1:YJL157C
K15563	BUR2:YLR226W
K14218	tA(AGC)L:tA_AGC_L
K00948	PRS1:YKL181W
K14218	tA(AGC)H:tA_AGC_H
K14229	tK(CUU)J:tK_CUU_J
K14229	tK(CUU)K:tK_CUU_K
K14229	tK(CUU)I:tK_CUU_I
K14229	tK(CUU)M:tK_CUU_M
K03028	RPN1:YHR027C
K14229	tK(CUU)C:tK_CUU_C
K08286	FPK1:YNR047W
K01556	BNA5:YLR231C
K07556	ATP12:YJL180C
K02975	RPS25B:YLR333C
K14229	tK(CUU)P:tK_CUU_P
K11886	ECM29:YHL030W
K11237	BEM1:YBR200W
K02324	POL2:YNL262W
K10845	TFB5:YDR079C-A
K14758	HRR25:YPL204W
K11871	UBP11:YKR098C
sce_YOL069W	Nuf2:YOL069W
K12814	PRP2:YNR011C
K14851	RRP17:YDR412W
K11133	EST3:YIL009C-A
K02269	Cox9:YDL067C
K14232	tP(UGG)O1:tP_UGG_O1
K14232	tP(UGG)O3:tP_UGG_O3
K14232	SUF11:tP_UGG_O2
K18638	BNI4:YNL233W
K02876	MRPL10:YNL284C
K01476	CAR1:YPL111W
K13102	RTS2:YOR077W
K00794	RIB4:YOL143C
K15115	YIA6:YIL006W
K10773	NTG2:YOL043C
K01187	IMA5:YJL216C
K11600	SKI6:YGR195W
K00493	DIT2:YDR402C
K06671	IRR1:YIL026C
K15147	NUT1:YGL151W
K02933	MRPL6:YHR147C
K14233	SUP61:tS_CGA_C
K08286	YGK3:YOL128C
K14552	Nan1:YPL126W
K03113	SUI1:YNL244C
K00868	BUD17:YNR027W
K06681	LTE1:YAL024C
K16261	PUT4:YOR348C
K12622	LSM3:YLR438C-A
K11213	STE2:YFL026W
K11835	UBP12:YJL197W
K12860	CEF1:YMR213W
K01568	PDC5:YLR134W
K11568	DAD3:YBR233W-A
K01011	TUM1:YOR251C
K14006	SEC23:YPR181C
K12183	STP22:YCL008C
K14237	tV(UAC)B:tV_UAC_B
K01078	PHO3:YBR092C
K01591	URA3:YEL021W
K07055	TRM12:YML005W
K17668	PET122:YER153C
K11676	IES2:YNL215W
K00417	Qcr7:YDR529C
K09235	RME1:YGR044C
K10959	RAD59:YDL059C
K11594	DED1:YOR204W
K10576	UBC8:YEL012W
K01090	PTC1:YDL006W
K02218	YCK3:YER123W
K02921	RPL43A:YPR043W
K02943	RPP2B:YDR382W
K10967	KRE2:YDR483W
K13181	DRS1:YLL008W
K08787	STE13:YOR219C
K11880	ADD66:YKL206C
K09458	CEM1:YER061C
K15079	SLX4:YLR135W
K14574	Sdo1:YLR022C
K03235	NEW1:YPL226W
K14229	tK(CUU)G2:tK_CUU_G2
K01934	FAU1:YER183C
K03120	SPT15:YER148W
K11396	YNG2:YHR090C
K00031	IDP1:YDL066W
K04464	SLT2:YHR030C
K14230	IMT4:tM_CAU_E
K01533	PCA1:YBR295W
K14319	RNA1:YMR235C
K14220	tN(GUU)O1:tN_GUU_O1
K03263	HYP2:YEL034W
K02875	RPL14B:YHL001W
K14220	tN(GUU)O2:tN_GUU_O2
K00293	LYS9:YNR050C
K15731	PSR2:YLR019W
K14218	tA(AGC)P:tA_AGC_P
K04487	NFS1:YCL017C
sce_YGR180C	Rnr4:YGR180C
K03241	GCD1:YOR260W
K14234	tT(UGU)G2:tT_UGU_G2
K06127	COQ5:YML110C
K01956	CPA1:YOR303W
K14859	SSF1:YHR066W
K11108	Rcl1:YOL010W
K11238	Bni1:YNL271C
K03066	RPT6:YGL048C
K00412	BI2:Q0110
K15440	TAD1:YGL243W
K08770	UBI4:YLL039C
K01733	THR4:YCR053W
K14455	AAT1:YKL106W
K08139	Hxt3:YDR345C
K10627	RAD18:YCR066W
K03127	TAF13:YML098W
K09490	KAR2:YJL034W
K01465	URA4:YLR420W
K14860	TMA16:YOR252W
K00889	MSS4:YDR208W
K15423	PPH3:YDR075W
K12869	CLF1:YLR117C
K02906	MRPL9:YGR220C
K14767	SAS10:YDL153C
K02328	POL31:YJR006W
K01772	HEM15:YOR176W
K11376	IKI1:YHR187W
K02202	KIN28:YDL108W
K18551	SDT1:YGL224C
K12812	SUB2:YDL084W
K01079	SER2:YGR208W
K01057	SOL2:YCR073W-A
K00602	ADE17:YMR120C
K11372	HIF1:YLL022C
K00949	THI80:YOR143C
K11086	SMB1:YER029C
K14642	YND1:YER005W
K03363	CDC20:YGL116W
K08866	MPS1:YDL028C
K01893	SLM5:YCR024C
K02963	RSM18:YER050C
K08286	SAT4:YCR008W
K17983	SHE9:YDR393W
K18278	THI5:YFL058W
K17430	IMG2:YCR071C
K09580	EUG1:YDR518W
K17413	RSM24:YDR175C
K11767	ARP7:YPR034W
K08340	ATG16:YMR159C
K11678	IES4:YOR189W
K11870	UBP1:YDL122W
K14022	CUE1:YMR264W
K15508	MRM2:YGL136C
K07441	ALG14:YBR070C
K00344	ZTA1:YBR046C
K07555	ATP11:YNL315C
sce_YER018C	Spc25:YER018C
K11252	HTB1:YDR224C
K04043	SSC1:YJR045C
K01056	PTH1:YHR189W
K11683	SWC7:YLR385C
K11883	NOB1:YOR056C
K00164	KGD1:YIL125W
K06268	CNB1:YKL190W
K13333	PLB1:YMR008C
K02971	RPS21B:YJL136C
K00234	SDH1:YKL148C
K02928	RPL41B:YDL133C-A
K00264	GLT1:YDL171C
K09468	MSN4:YKL062W
K11888	STS1:YIR011C
K00958	MET3:YJR010W
K14226	tH(GUG)E2:tH_GUG_E2
K14226	tH(GUG)E1:tH_GUG_E1
K15083	RAD16:YBR114W
K12856	PRP8:YHR165C
K14224	tE(UUC)B:tE_UUC_B
K03136	TFA1:YKL028W
K14555	Utp13:YLR222C
K02929	RPL42A:YNL162W
K01530	DNF2:YDR093W
K17672	AEP2:YMR282C
K14007	SEC24:YIL109C
K15205	TFC6:YDR362C
K01889	FRS2:YFL022C
K05754	ARC15:YIL062C
K12880	TEX1:YNL253W
K00627	LAT1:YNL071W
K17671	AEP1:YMR064W
K04345	TPK3:YKL166C
K03237	SUI2:YJR007W
K15163	SRB8:YCR081W
K00916	CTK1:YKL139W
K00728	PMT5:YDL093W
K14553	Utp18:YJL069C
K14233	tS(GCU)O:tS_GCU_O
K11095	Yhc1:YLR298C
K11872	UBP9:YER098W
K14224	tE(UUC)J:tE_UUC_J
K08499	TLG1:YDR468C
K10849	RAD10:YML095C
K07748	ERG26:YGL001C
K11827	APS2:YJR058C
K08286	TDA1:YMR291W
K01881	AIM10:YER087W
K03006	RPO21:YDL140C
K11397	EAF1:YDR359C
K03770	CPR5:YDR304C
K08286	NNK1:YKL171W
K07560	DTD1:YDL219W
K00030	IDH2:YOR136W
K11483	HOS2:YGL194C
K11132	EBS1:YDR206W
K12777	RED1:YLR263W
K03018	RPO31:YOR116C
K14806	DBP7:YKR024C
K00030	IDH1:YNL037C
K11675	IES1:YFL013C
K13346	PEX10:YDR265W
K17496	TIM50:YPL063W
K15457	SAP155:YFR040W
K16912	LAS1:YKR063C
K12595	SKI7:YOR076C
K00900	PFK26:YIL107C
K03681	RRP40:YOL142W
K01092	INM2:YDR287W
K09467	MIG2:YGL209W
K14234	tT(AGU)I2:tT_AGU_I2
K02892	MRP20:YDR405W
K17069	MET17:YLR303W
K14234	tT(AGU)C:tT_AGU_C
K01452	CDA1:YLR307W
K14234	tT(AGU)D:tT_AGU_D
K14545	Rrp7:YCL031C
K10878	SPO11:YHL022C
K14234	tT(AGU)J:tT_AGU_J
K11275	HHO1:YPL127C
K01191	AMS1:YGL156W
K07836	RSR1:YGR152C
K14225	tG(GCC)P2:tG_GCC_P2
K14225	tG(GCC)P1:tG_GCC_P1
K03097	CKA2:YOR061W
K01810	PGI1:YBR196C
K09237	RGM1:YMR182C
K00670	NAT2:YGR147C
K14524	Pop6:YGR030C
K14831	MAK16:YAL025C
K15218	RRN6:YBL014C
K01942	BPL1:YDL141W
K12571	PAN2:YGL094C
K15198	BDP1:YNL039W
K00809	DYS1:YHR068W
K08286	IKS1:YJL057C
K14825	ERP4:YOR016C
K02133	ATP2:YJR121W
K01736	ARO2:YGL148W
K02543	MEC1:YBR136W
K01489	CDD1:YLR245C
K17550	SDS22:YKL193C
K14223	tQ(UUG)D1:tQ_UUG_D1
K17541	SCY1:YGL083W
K14223	tQ(UUG)D3:tQ_UUG_D3
K14223	tQ(UUG)D2:tQ_UUG_D2
K09650	PCP1:YGR101W
K14228	tL(CAA)G3:tL_CAA_G3
K14960	SPP1:YPL138C
K14228	tL(CAA)G1:tL_CAA_G1
K18670	YAK1:YJL141C
K01626	ARO4:YBR249C
K02320	POL1:YNL102W
K15628	Pxa1:YPL147W
K14232	tP(UGG)N2:tP_UGG_N2
K03469	RNH1:YMR234W
K14430	PHO87:YCR037C
K14232	tP(UGG)N1:tP_UGG_N1
K15255	RRM3:YHR031C
K05658	Ste6:YKL209C
K14230	tM(CAU)Q2:tM_CAU_Q2
K00288	MIS1:YBR084W
K14784	CMS1:YLR003C
K02885	RPL19A:YBR084C-A
K02980	RPS29B:YDL061C
K03564	DOT5:YIL010W
K03038	RPN8:YOR261C
K10734	PSF3:YOL146W
sce_YDR508C	Gnp1:YDR508C
K04705	HSE1:YHL002W
K02952	SWS2:YNL081C
K11271	DCC1:YCL016C
K00411	Rip1:YEL024W
K12946	SPC1:YJR010C-A
K03854	KTR7:YIL085C
K10901	SGS1:YMR190C
K03139	TFG2:YGR005C
K18738	HEK2:YBL032W
K12413	WHI5:YOR083W
K01875	SES1:YDR023W
K03357	DOC1:YGL240W
K11760	RSC6:YCR052W
K03283	Ssb2:YNL209W
K02882	RPL20B:YOR312C
K14236	SUP3:tY_GUA_O
K02137	ATP5:YDR298C
K08712	SNQ2:YDR011W
K11093	SNP1:YIL061C
K16315	ALK2:YBL009W
K14863	YTM1:YOR272W
K16732	ASE1:YOR058C
K00006	GPD2:YOL059W
K08495	GOS1:YHL031C
K16055	TSL1:YML100W
K17741	GRE2:YOL151W
K14236	tY(GUA)Q:tY_GUA_Q
K03661	VMA16:YHR026W
K15136	SRB5:YGR104C
K02180	BUB3:YOR026W
K06185	ARB1:YER036C
K01341	KEX2:YNL238W
K01102	PTC5:YOR090C
K14262	DUG2:YBR281C
K14430	PHO90:YJL198W
K15449	TYW1:YPL207W
K17665	CBS2:YDR197W
K12832	YSF3:YNL138W-A
K02937	RPL7A:YGL076C
K06656	PCL1:YNL289W
K15148	MED7:YOL135C
K00147	PRO2:YOR323C
K00235	SDH2:YLL041C
K00762	URA5:YML106W
K14857	SPB1:YCL054W
K00129	ALD3:YMR169C
K12575	SLK19:YOR195W
K14538	Nug1:YER006W
K17103	CHO1:YER026C
K10847	RAD14:YMR201C
K01835	PGM2:YMR105C
K00670	MAK3:YPR051W
K02355	MEF1:YLR069C
K14220	tN(GUU)N1:tN_GUU_N1
K00624	CAT2:YML042W
K02677	PKC1:YBL105C
K01689	Err2:YPL281C
K11839	DOA4:YDR069C
K14237	tV(AAC)K2:tV_AAC_K2
K02995	RPS8A:YBL072C
K11134	ELG1:YOR144C
K12580	NOT5:YPR072W
K01620	GLY1:YEL046C
K01915	Gln1:YPR035W
K14228	tL(UAA)B2:tL_UAA_B2
K14228	tL(UAA)B1:tL_UAA_B1
K01876	DPS1:YLL018C
K04460	PPT1:YGR123C
K11123	SIR4:YDR227W
K01850	ARO7:YPR060C
K00559	ERG6:YML008C
K02212	MCM4:YPR019W
K17292	RBL2:YOR265W
K02934	RPL6A:YML073C
K17302	SEC27:YGL137W
K18550	ISN1:YOR155C
K15160	SIN4:YNL236W
K14399	Clp1:YOR250C
K14855	RSA4:YCR072C
K14227	tI(AAU)L2:tI_AAU_L2
K01653	ILV6:YCL009C
K14009	YET3:YDL072C
K14227	tI(AAU)L1:tI_AAU_L1
K15154	MED2:YDL005C
K08502	VAM7:YGL212W
K01267	APE4:YHR113W
K01078	PHO5:YBR093C
K11098	SMX3:YPR182W
K10245	ELO1:YJL196C
K15040	Por1:YNL055C
K11881	IRC25:YLR021W
K12468	PAD1:YDR538W
K00600	SHM2:YLR058C
K01187	MAL12:YGR292W
K15115	YEA6:YEL006W
K01046	TGL2:YDR058C
K05528	OCH1:YGL038C
K14821	BUD20:YLR074C
K09426	RAP1:YNL216W
K05545	DUS4:YLR405W
K14229	tK(CUU)G3:tK_CUU_G3
K14229	tK(CUU)G1:tK_CUU_G1
K12826	PRP11:YDL043C
K01887	MSR1:YHR091C
K16947	SPR28:YDR218C
K07976	YPT31:YER031C
K00681	ECM38:YLR299W
K02265	Cox4:YGL187C
K14225	tG(GCC)J1:tG_GCC_J1
K08740	MSH4:YFL003C
K05285	MCD4:YKL165C
K10706	SEN1:YLR430W
K01649	LEU9:YOR108W
K14234	tT(AGU)O2:tT_AGU_O2
K09249	ABF1:YKL112W
K09506	JJJ1:YNL227C
K05848	YPC1:YBR183W
K14237	tV(AAC)E1:tV_AAC_E1
K01092	INM1:YHR046C
K03001	RPA14:YDR156W
K18158	NCA2:YPR155C
K00354	OYE2:YHR179W
K03065	RPT5:YOR117W
K09175	RFX1:YLR176C
K14823	EBP2:YKL172W
K14721	Rpc37:YKR025W
K13179	HAS1:YMR290C
K01522	Hnt2:YDR305C
K14692	MSC2:YDR205W
K08286	PTK2:YJR059W
K17424	MRPL51:YPR100W
K12471	Ent2:YLR206W
K00354	OYE3:YPL171C
K10957	RAD55:YDR076W
K02515	HSL1:YKL101W
K17279	YOP1:YPR028W
K02867	MRPL19:YNL185C
K08286	KIN2:YLR096W
K09580	PDI1:YCL043C
K15441	TAD2:YJL035C
K15113	MRS4:YKR052C
K14297	NUP116:YMR047C
K09184	GLN3:YER040W
K01483	DAL3:YIR032C
K04728	TEL1:YBL088C
K03125	TAF1:YGR274C
K05535	MNN2:YBR015C
K12947	SPC2:YML055W
K15073	UFO1:YML088W
K02325	DPB2:YPR175W
K13095	MSL5:YLR116W
K11401	SAS2:YMR127C
K02959	MRPS16:YPL013C
K03245	HCR1:YLR192C
sce_YPL058C	Pdr12:YPL058C
sce_YHR193C	Egd2:YHR193C
sce_YFL014W	Hsp12:YFL014W
K00234	YJL045W:YJL045W
K00459	YJR149W:YJR149W
K00645	Mct1:YOR221C
K00680	YJL218W:YJL218W
K00851	YDR248C:YDR248C
K01061	YDL086W:YDL086W
K01070	YJL068C:YJL068C
K01103	YLR345W:YLR345W
K01127	YJL132W:YJL132W
K01527	Egd1:YPL037C
K01738	YGR012W:YGR012W
K01739	YML082W:YML082W
K01739	YLL058W:YLL058W
K01792	YMR099C:YMR099C
K01881	YHR020W:YHR020W
K01883	YNL247W:YNL247W
K03260	YGR162W:YGR162W
K03260	YGL049C:YGL049C
K03283	Ssb1:YDL229W
K03521	Cir1:YGR207C
K05275	YPR127W:YPR127W
K12261	YEL020C:YEL020C
K15053	YJL049W:YJL049W
K15634	YOR283W:YOR283W
sce_YIL051C	Mmf1:YIL051C
sce_YDR071C	Paa1:YDR071C
sce_YKL117W	Sba1:YKL117W
sce_YHR064C	Ssz1:YHR064C
sce_YKL056C	Tma19:YKL056C
sce_YOR230W	Wtm1:YOR230W
sce_YAL047C	Spc72:YAL047C
sce_YAL063C	Flo9:YAL063C
sce_YAR050W	Flo1:YAR050W
sce_YBL034C	Stu1:YBL034C
sce_YBR078W	Ecm33:YBR078W
sce_YBR301W	Pau24:YBR301W
sce_YCR089W	Fig2:YCR089W
sce_YDL049C	Knh1:YDL049C
sce_YDR055W	Pst1:YDR055W
sce_YDR077W	Sed1:YDR077W
sce_YDR106W	Arp10:YDR106W
sce_YDR130C	Fin1:YDR130C
sce_YDR233C	Rtn1:YDR233C
sce_YDL204W	Rtn2:YDL204W
sce_YDR356W	Spc110:YDR356W
sce_YDR534C	Fit1:YDR534C
sce_YEL040W	Utr2:YEL040W
sce_YER011W	Tir1:YER011W
sce_YER150W	Spi1:YER150W
sce_YGL028C	Scw11:YGL028C
sce_YGL075C	Mps2:YGL075C
sce_YGR189C	Crh1:YGR189C
sce_YGR279C	Scw4:YGR279C
sce_YHR126C	Ans1:YHR126C
sce_YHR143W	Dse2:YHR143W
sce_YHR211W	Flo5:YHR211W
sce_YIL011W	Tir3:YIL011W
sce_YIL123W	Sim1:YIL123W
sce_YJL042W	Mhp1:YJL042W
sce_YJL078C	Pry3:YJL078C
sce_YJL158C	Cis3:YJL158C
sce_YJL159W	Hsp150:YJL159W
sce_YJL160C	YJL160C:YJL160C
sce_YJL174W	Kre9:YJL174W
sce_YJR004C	Sag1:YJR004C
sce_YJR150C	Dan1:YJR150C
sce_YJR151C	Dan4:YJR151C
sce_YKL042W	Spc42:YKL042W
sce_YKL096W	Cwp1:YKL096W
sce_YKL096W-A	Cwp2:YKL096W-A
sce_YKL163W	Pir3:YKL163W
sce_YKL164C	Pir1:YKL164C
sce_YKR042W	Uth1:YKR042W
sce_YKR102W	Flo10:YKR102W
sce_YLR037C	Pau23:YLR037C
sce_YLR040C	YLR040C:YLR040C
sce_YLR110C	Ccw12:YLR110C
sce_YLR301w	Hri1:YLR301w
sce_YLR390W-A	Ccw14:YLR390W-A
sce_YML124C	Tub3:YML124C
sce_YMR215W	Gas3:YMR215W
sce_YMR305C	Scw10:YMR305C
sce_YMR307W	Gas1:YMR307W
sce_YNL066W	Sun4:YNL066W
sce_YNL225C	Cnm67:YNL225C
sce_YNL300W	Tos6:YNL300W
sce_YNL322C	Kre1:YNL322C
sce_YNL327W	Egt2:YNL327W
sce_YNR044W	Aga1:YNR044W
sce_YNR067C	Dse4:YNR067C
sce_YOL030W	Gas5:YOL030W
sce_YOL155C	Hpf1:YOL155C
sce_YOR009W	Tir4:YOR009W
sce_YOR010C	Tir2:YOR010C
sce_YOR214C	YOR214C:YOR214C
sce_YOR247W	Srl1:YOR247W
sce_YOR373W	Nud1:YOR373W
sce_YOR382W	Fit2:YOR382W
sce_YOR383C	Fit3:YOR383C
sce_YPL124W	Spc29:YPL124W
sce_YPL130W	Spo19:YPL130W
sce_YPL255W	Bbp1:YPL255W
